IFI44L	5.13883129242404
DTX3L	4.25351332144583
PLEKHG3	5.24245531181392
SMAD2	1.07432598016298
PIK3IP1	4.71292556920267
PITPNM2	7.02209587304705
KRTAP10-9	3.71560418262667
ECE1	2.99409504697161
PRF1	0.963426565627008
CEBPE	2.393467913046
ATP5G2	5.36611639357386
PRR5L	3.00757380384917
CLDND2	1.00861799635477
PTAFR	1.07021997450436
MGAT4B	3.95238416726698
PTPN6	3.46714205544291
KANK2	2.78448469970153
LILRA2	3.34439420771014
SECISBP2L	1.79656520343935
GZMB	1.64552461930385
PGM3	3.25030159884871
SLC5A9	2.53654456382345
LOC100192426	2.89903986457514
MME	4.20459388627533
GZMH	3.22788325006875
ABCB9	5.31401070773339
CNP	4.56711245614903
TMPRSS11D	2.81391587851459
EYA4	7.6174371749036
SHE	3.07214853856385
CX3CR1	4.16220962199308
KLRD1	3.51353274369069
CD300A	2.20181294055552
TMEM55A	3.59250256076268
CABLES1	2.34814372028832
MAFF	1.59222714166106
UBXN11	1.5403726484678
DTX3	8.34077290056901
CBFA2T3	4.60091837868694
DFNB31	1.5843097881969
ATOH1	3.60294469095626
FGF11	3.53967980469937
ACD	3.09820314474689
DPEP2	4.0613547433708
ABCB6	2.7296253526073
ANK1	2.15336392069941
ZFPM2	4.38800854584812
APH1B	2.06760551560084
ALPI	1.6603593782073
DUSP5	3.49225983630281
ACTN1	5.86904974406974
PPP1R3C	4.16037180604362
ATP10A	4.21186093603112
CDH7	4.0325841754015
MMP15	1.29728007656171
EDARADD	4.12157372389061
SEMA6D	3.22734305896841
C19orf38	4.6855775212976
THRB	8.40439415596176
AMPD2	1.9803967003478
SORBS3	4.26327933138119
NEK6	2.6045421617378
MIR148A	5.26925747181408
TBX4	2.84543252286543
MARCKS	3.55900589942683
HOXA6	3.97069254554599
MGC12916	3.37512095155338
FAM83B	2.25744906252972
SPINT2	4.54926215750745
GFRA1	6.073417264184
RSAD2	1.39600078882571
WSB2	2.41344295377064
DAXX	6.66180723055958
ADCY2	2.5854116550666
C8orf56	5.38350011879572
MIR641	2.70253478230439
MIR200B	3.82814514704028
NEBL	3.83722953256027
APOBEC3H	1.38126667362731
VAX1	3.04593389611453
KDM2B	5.07209183609168
NBEA	3.81328233096602
EMX2OS	2.35236918938385
DOM3Z	8.30423756919871
CASS4	1.69627357035745
RAB31	2.8549720201408
CDH17	0.862688971577246
PNPLA1	1.89034375444687
TP73	4.76073684938833
DSG2	2.1779197970258
PPARG	2.40264758873761
CACNA2D1	2.83364954538411
ZBED5	1.96961208204447
GPR161	2.2037279647174
AJAP1	2.65089737011242
UBXN2A	3.95399517477927
LRRC46	2.96701554385321
RABGAP1L	3.65324528208183
SYK	4.56246414850634
BRDT	0.427507114780997
KCND3	2.4550780070139
CACNA1D	4.04822650499493
PYHIN1	3.76526231892029
HEYL	3.63230540944976
ASXL3	2.40995305163296
PDGFC	4.33976367669384
IL17RB	2.55518849518183
PLXDC2	3.09994134167781
RTKN	4.10391190068848
ITGB8	3.74620856939202
TAF3	2.50292953984446
LYPD1	2.12550792272776
ZNF761	1.05744138257378
GAS2L3	1.72582338793209
C16orf74	3.45193220007819
CRCP	0.417746477556552
ALDH1A3	5.2957404705402
SCAMP4	1.85473902250686
GPX1	3.02466380766356
ST6GAL2	3.23551059280901
GALNTL6	4.35165738830539
PIP5KL1	4.38141614744901
MGAT5	3.85732313733866
CXCL2	2.73254981401741
IFIT5	3.41762446344823
RHOBTB1	3.30387145689218
PLEKHG5	4.39299279099816
GRB7	3.74694629176425
CXCR5	6.97438508293452
CCNJL	2.46482927123512
TMPRSS2	2.5872630615044
DPP10	4.03200031479329
GBGT1	3.82279169588255
HOXA7	5.0535224921236
FHOD1	2.98823936830493
SLC9A5	2.25671660472807
ARHGAP25	2.90024787080422
HAND2	2.22411079523539
ADORA2B	2.9071368440391
SIRPA	2.71490260480636
ZNF629	3.70886670055896
MX1	2.43996892139389
NID1	3.07835661099227
HECTD2	1.12582880086392
FOXA2	3.25644506388516
TDRKH	1.63175164868701
PCDH10	5.18163481559235
MIR661	4.957461998382
CD248	2.30094866362129
SLIT2	3.99690238896043
SFMBT2	2.70346542571049
NFATC4	3.51581252209686
NOD2	2.12667879119786
GRIN2B	2.75752944899173
HSF4	2.98918148020833
FGF12	3.78374907961776
GUCY1A3	3.99114617532199
NLGN1	4.63256276774878
EPHA5	3.18157185798102
MYO7B	5.55364650166032
RUNX3	6.19090054456588
MARCKSL1	6.75382353990424
LRRC49	3.4756253177813
ZNF667	4.70512261601394
EPHX3	3.29289948717943
ADAM8	0.750456900226113
EFEMP1	4.84883478361858
HMGA1	3.09202319517646
WDTC1	0.9157478372596
NRG3	3.54402728966825
SLC16A5	3.74176391809844
SNORD38A	4.15588568476514
SNORD38B	3.89112053710969
GABARAPL3	6.32882610613913
ASB8	3.60200904351822
CLN5	1.86459170353671
ERN1	1.89753374278846
KCNJ2	3.61844876568841
TBR1	4.02629476274827
ESR1	2.37484458783279
